,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
82,KR7460660004,460660,KB KBSTAR 미국S&P배당킹증권상장지수투자신탁(주식),KBSTAR 미국S&P배당킹,KB KBSTAR US Dividend Kings ETF,2023/06/27,S&P Dividend Monarchs Index(Price Return),S&P,일반,실물(패시브),해외,주식,"800,000",케이비자산운용,"50,000",0.050000,배당소득세(보유기간과세)
83,KR7219390002,219390,KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H),KBSTAR 미국S&P원유생산기업(합성 H),KB KBSTAR SYNTH-US Oil&Gas E&P Company ETF(H),2015/06/02,S&P Oil & Gas Exploration & Production Select Industry Index(PR),S&P,일반,합성(패시브),해외,주식,"2,900,000",케이비자산운용,"50,000",0.250000,배당소득세(보유기간과세)
84,KR7354240004,354240,KB KBSTAR 미국고정배당우선증권ICE TR증권상장지수투자신탁(주식혼합),KBSTAR 미국고정배당우선증권ICE TR,KB KBSTAR U.S. Preferred Securities ICE TR ETF,2020/05/19,ICE BofAML Core Plus Fixed Rate Preferred Securities Index,"ICE Data Indices, LLC",일반,실물(패시브),해외,혼합자산,"1,100,000",케이비자산운용,"50,000",0.500000,배당소득세(보유기간과세)
85,KR7368590006,368590,KB KBSTAR 미국나스닥100증권상장지수투자신탁(주식),KBSTAR 미국나스닥100,KB KBSTAR US NASDAQ100 ETF,2020/11/06,NASDAQ 100,NASDAQ,일반,실물(패시브),해외,주식,"18,100,000",케이비자산운용,"100,000",0.021000,배당소득세(보유기간과세)
86,KR7437350002,437350,KB KBSTAR 미국단기투자등급회사채액티브증권상장지수투자신탁(채권),KBSTAR 미국단기투자등급회사채액티브,KB KBSTAR US Short-Term IG Corporate Bond ETF,2022/07/29,Bloomberg US Corporate 1-5 Years Total Return Index,Bloomberg,일반,실물(액티브),해외,채권,"7,150,000",케이비자산운용,"50,000",0.100000,배당소득세(보유기간과세)
87,KR7455960005,455960,KB KBSTAR 미국달러SOFR금리액티브특별자산상장지수투자신탁(금리-파생형)(합성),KBSTAR 미국달러SOFR금리액티브(합성),KB KBSTAR US Dollar SOFR Active(SYNTH) ETF,2023/05/16,KAP SOFR 지수,한국자산평가(KAP),일반,합성(액티브),해외,기타,"1,000,000",케이비자산운용,"10,000",0.050000,배당소득세(보유기간과세)
88,KR7469530000,469530,KB KBSTAR 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형),KBSTAR 미국달러선물인버스,KB KBSTAR USD Futures Inverse ETF,2023/11/09,미국달러선물지수,KRX,1X 인버스,실물(패시브),국내,통화,"650,000",케이비자산운용,"10,000",0.050000,배당소득세(보유기간과세)
89,KR7469060008,469060,KB KBSTAR 미국반도체NYSE증권상장지수투자신탁(주식),KBSTAR 미국반도체NYSE,KB KBSTAR US Semiconductor ETF,2023/10/24,NYSE Semicondoctor Index(Price Return),"ICE Data Indices, LLC",일반,실물(패시브),해외,주식,"1,000,000",케이비자산운용,"50,000",0.050000,배당소득세(보유기간과세)
90,KR7469050009,469050,KB KBSTAR 미국반도체NYSE증권상장지수투자신탁(주식)(H),KBSTAR 미국반도체NYSE(H),KB KBSTAR US Semiconductor ETF(H),2023/10/24,NYSE Semicondoctor Index(Price Return),"ICE Data Indices, LLC",일반,실물(패시브),해외,주식,"1,000,000",케이비자산운용,"50,000",0.050000,배당소득세(보유기간과세)
91,KR7449580000,449580,KB KBSTAR 미국빅데이터Top3채권혼합iSelect증권상장지수투자신탁(채권혼합),KBSTAR 미국빅데이터Top3채권혼합iSelect,KB KBSTAR US Big Data Top3 Equity&Korean Bond ETF,2022/12/20,iSelect 미국 빅데이터Top3 채권혼합지수(Price Return),NH투자증권,일반,실물(패시브),해외,혼합자산,"800,000",케이비자산운용,"100,000",0.240000,배당소득세(보유기간과세)
92,KR7267490001,267490,KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H),KBSTAR 미국장기국채선물레버리지(합성 H),KB KBSTAR US Treasury Long Bond Futures Leverage ETF(Synth H),2017/04/20,S&P U.S. Treasury Bond Futures Excess Return Index,S&P,2X 레버리지,합성(패시브),해외,채권,"1,800,000",케이비자산운용,"50,000",0.500000,배당소득세(보유기간과세)
93,KR7267500007,267500,KB KBSTAR 미국장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)(합성 H),KBSTAR 미국장기국채선물인버스2X(합성 H),KB KBSTAR US Treasury Long Bond Futures Inverse2X ETF(Synth H),2017/04/20,S&P U.S. Treasury Bond Futures Excess Return Index,S&P,2X 인버스,합성(패시브),해외,채권,"300,000",케이비자산운용,"50,000",0.500000,배당소득세(보유기간과세)
94,KR7267450005,267450,KB KBSTAR 미국장기국채선물인버스증권상장지수투자신탁(채권-파생형)(H),KBSTAR 미국장기국채선물인버스(H),KB KBSTAR US Treasury Long Bond Futures Inverse ETF(H),2017/04/20,S&P U.S. Treasury Bond Futures Excess Return Index,S&P,1X 인버스,실물(패시브),해외,채권,"200,000",케이비자산운용,"100,000",0.400000,배당소득세(보유기간과세)
95,KR7267440006,267440,KB KBSTAR 미국장기국채선물증권상장지수투자신탁(채권-파생형)(H),KBSTAR 미국장기국채선물(H),KB KBSTAR US Treasury Long Bond Futures ETF(H),2017/04/20,S&P U.S. Treasury Bond Futures Excess Return Index,S&P,일반,실물(패시브),해외,채권,"1,200,000",케이비자산운용,"100,000",0.400000,배당소득세(보유기간과세)
96,KR7472830009,472830,KB KBSTAR 미국채30년커버드콜증권상장지수투자신탁(채권-파생형)(합성),KBSTAR 미국채30년커버드콜(합성),KB KBSTAR US Treasury Bond 30Y Covered Call ETF,2023/12/14,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),Bloomberg,일반,합성(패시브),해외,채권,"800,000",케이비자산운용,"50,000",0.250000,배당소득세(보유기간과세)
97,KR7446700007,446700,KB KBSTAR 배터리 리사이클링iSelect증권상장지수투자신탁(주식),KBSTAR 배터리 리사이클링iSelect,KB KBSTAR Battery Recycling ETF,2022/11/01,iSelect 배터리 리사이클링 지수,NH투자증권,일반,실물(패시브),국내,주식,"1,740,000",케이비자산운용,"20,000",0.400000,비과세
98,KR7388420002,388420,KB KBSTAR 비메모리반도체액티브증권상장지수투자신탁(주식),KBSTAR 비메모리반도체액티브,KB KBSTAR Non-Memory Semiconductor Active ETF,2021/06/10,iSelect 비메모리반도체 지수(시장가격지수),NH투자증권,일반,실물(액티브),국내,주식,"26,120,000",케이비자산운용,"20,000",0.500000,배당소득세(보유기간과세)
99,KR7448630004,448630,KB KBSTAR 삼성그룹Top3채권혼합블룸버그증권상장지수투자신탁(채권혼합),KBSTAR 삼성그룹Top3채권혼합블룸버그,KB KBSTAR Samsung Group Fixed Top3 Equity&Korean Bond ETF,2022/11/29,Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index,Bloomberg,일반,실물(패시브),국내,혼합자산,"1,500,000",케이비자산운용,"100,000",0.200000,배당소득세(보유기간과세)
100,KR7140570003,140570,KB KBSTAR 수출주증권상장지수투자신탁(주식),KBSTAR 수출주,KB KBSTAR Exporter Securities ETF(Equity),2011/04/15,MKF 수출주 지수,FnGuide,일반,실물(패시브),국내,주식,"400,000",케이비자산운용,"100,000",0.400000,비과세
101,KR7140580002,140580,KB KBSTAR 우량업종대표주증권상장지수투자신탁(주식),KBSTAR 우량업종대표주,KB KBSTAR Prime Industry Securities ETF(Equity),2011/04/15,MKF 우량업종대표주 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",케이비자산운용,"100,000",0.400000,비과세
102,KR7379790009,379790,KB KBSTAR 유로스탁스50증권상장지수투자신탁(주식)(H),KBSTAR 유로스탁스50(H),KB KBSTAR EURO STOXX 50(H) ETF,2021/04/09,EURO STOXX 50 Index,STOXX,일반,실물(패시브),해외,주식,"550,000",케이비자산운용,"50,000",0.021000,배당소득세(보유기간과세)
103,KR7385540000,385540,KB KBSTAR 종합채권(A-이상)액티브증권상장지수투자신탁(채권),KBSTAR 종합채권(A-이상)액티브,KB KBSTAR Active Korea Total Bond Market(A-) ETF,2021/05/26,KIS 종합채권 지수(A-이상)(총수익지수),KIS자산평가,일반,실물(액티브),국내,채권,"11,218,000",케이비자산운용,"1,000",0.012000,배당소득세(보유기간과세)
104,KR7183710003,183710,KB KBSTAR 주식혼합증권상장지수투자신탁(주식혼합-파생형),KBSTAR 주식혼합,KB KBSTAR Equity Balanced ETF,2013/10/17,주식국채혼합(주식형)지수,KRX,일반,실물(패시브),국내,혼합자산,"200,000",케이비자산운용,"50,000",0.250000,배당소득세(보유기간과세)
105,KR7310080007,310080,KB KBSTAR 중국MSCI China증권상장지수투자신탁(주식)(H),KBSTAR 중국MSCI China(H),KB KBSTAR MSCI China ETF(H),2018/11/28,MSCI China NTR Index(USD) (Net Total Return),MSCI,일반,실물(패시브),해외,주식,"1,450,000",케이비자산운용,"50,000",0.600000,배당소득세(보유기간과세)
106,KR7463300004,463300,KB KBSTAR 중국본토CSI300증권상장지수투자신탁(주식),KBSTAR 중국본토CSI300,KB KBSTAR China Mainland CSI300 ETF,2023/08/08,CSI 300 Index,CSI,일반,실물(패시브),해외,주식,"3,900,000",케이비자산운용,"100,000",0.050000,배당소득세(보유기간과세)
107,KR7174360008,174360,KB KBSTAR 중국본토대형주CSI100증권상장지수자투자신탁(주식),KBSTAR 중국본토대형주CSI100,KB KBSTAR China Mainland CSI100 Feeder ETF,2013/06/04,CSI 100,CSI,일반,실물(패시브),해외,주식,"3,600,000",케이비자산운용,"100,000",0.650000,배당소득세(해외주식투자전용ETF)
108,KR7136340007,136340,KB KBSTAR 중기우량회사채증권상장지수투자신탁(채권),KBSTAR 중기우량회사채,KB KBSTAR Credit Bond Securities ETF(Bond),2011/04/15,KOBI 크레딧 지수(총수익),KIS자산평가,일반,실물(패시브),국내,채권,"638,000",케이비자산운용,"1,000",0.070000,배당소득세(보유기간과세)
109,KR7281990002,281990,KB KBSTAR 중소형고배당증권상장지수투자신탁(주식),KBSTAR 중소형고배당,KB KBSTAR Mid Small Cap High Dividend ETF,2017/11/02,FnGuide 중소형고배당포커스 지수,FnGuide,일반,실물(패시브),국내,주식,"350,000",케이비자산운용,"50,000",0.300000,비과세
110,KR7272570003,272570,KB KBSTAR 중장기국공채액티브증권상장지수투자신탁(채권),KBSTAR 중장기국공채액티브,KB KBSTAR Mid-long Term KTB Active ETF,2017/06/29,KIS 종합채권국공채4~5Y지수,KIS자산평가,일반,실물(액티브),국내,채권,"242,000",케이비자산운용,"1,000",0.070000,배당소득세(보유기간과세)
111,KR7250730009,250730,KB KBSTAR 차이나HSCEI증권상장지수투자신탁(주식)(H),KBSTAR 차이나HSCEI(H),KB KBSTAR China HSCEI(H),2016/08/10,Hang Seng China H,HangSeng,일반,실물(패시브),해외,주식,"2,700,000",케이비자산운용,"100,000",0.021000,배당소득세(해외주식투자전용ETF)
112,KR7291680007,291680,KB KBSTAR 차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H),KBSTAR 차이나H선물인버스(H),KB KBSTAR China H Futures Inverse ETF(H),2018/03/23,Hang Seng China Enterprises Futures Index(Price Return),HangSeng,1X 인버스,실물(패시브),해외,주식,"250,000",케이비자산운용,"50,000",0.600000,배당소득세(보유기간과세)
113,KR7371150004,371150,KB KBSTAR 차이나항셍테크증권상장지수투자신탁(주식),KBSTAR 차이나항셍테크,KB KBSTAR China Hang Seng TECH ETF,2020/12/16,Hang Seng TECH Index,HangSeng,일반,실물(패시브),해외,주식,"1,050,000",케이비자산운용,"50,000",0.140000,배당소득세(보유기간과세)
114,KR7183700004,183700,KB KBSTAR 채권혼합증권상장지수투자신탁(채권혼합-파생형),KBSTAR 채권혼합,KB KBSTAR Fixed Income Balanced ETF,2013/10/17,주식국채혼합(채권형)지수,KRX,일반,실물(패시브),국내,혼합자산,"240,000",케이비자산운용,"60,000",0.200000,배당소득세(보유기간과세)
115,KR7278240007,278240,KB KBSTAR 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형),KBSTAR 코스닥150선물레버리지,KB KBSTAR F-KOSDAQ150 Leverage ETF,2017/08/31,F-코스닥150 지수,KRX,2X 레버리지,실물(패시브),국내,주식,"8,800,000",케이비자산운용,"10,000",0.600000,배당소득세(보유기간과세)
116,KR7275750008,275750,KB KBSTAR 코스닥150선물인버스증권상장지수투자신탁(주식-파생형),KBSTAR 코스닥150선물인버스,KB KBSTAR F-KOSDAQ150 Inverse ETF,2017/08/01,F-코스닥150 지수,KRX,1X 인버스,실물(패시브),국내,주식,"950,000",케이비자산운용,"50,000",0.600000,배당소득세(보유기간과세)
117,KR7270810005,270810,KB KBSTAR 코스닥150증권상장지수투자신탁(주식),KBSTAR 코스닥150,KB KBSTAR KOSDAQ150 ETF,2017/06/16,코스닥 150,KRX,일반,실물(패시브),국내,주식,"7,300,000",케이비자산운용,"20,000",0.180000,비과세
118,KR7302450002,302450,KB KBSTAR 코스피증권상장지수투자신탁(주식),KBSTAR 코스피,KB KBSTAR KOSPI ETF,2018/07/24,코스피,KRX,일반,실물(패시브),국내,주식,"4,200,000",케이비자산운용,"50,000",0.140000,비과세
119,KR7334700002,334700,KB KBSTAR 팔라듐선물인버스특별자산상장지수투자신탁(파생형)(H),KBSTAR 팔라듐선물인버스(H),KB KBSTAR Palladium futures inverse ETF(H),2019/09/24,S&P GSCI Palladium Excess Return Index,S&P,1X 인버스,실물(패시브),해외,원자재,"500,000",케이비자산운용,"50,000",0.600000,배당소득세(보유기간과세)
120,KR7334690005,334690,KB KBSTAR 팔라듐선물특별자산상장지수투자신탁(파생형)(H),KBSTAR 팔라듐선물(H),KB KBSTAR Palladium futures ETF(H),2019/09/24,S&P GSCI Palladium Excess Return Index,S&P,일반,실물(패시브),해외,원자재,"900,000",케이비자산운용,"50,000",0.600000,배당소득세(보유기간과세)
121,KR7253280002,253280,KB KBSTAR 헬스케어증권상장지수투자신탁(주식),KBSTAR 헬스케어,KB KBSTAR HealthCare ETF,2016/09/23,FnGuide 헬스케어 지수,FnGuide,일반,실물(패시브),국내,주식,"550,000",케이비자산운용,"50,000",0.400000,비과세
122,KR7253290001,253290,KB KBSTAR 헬스케어채권혼합증권상장지수투자신탁(채권혼합),KBSTAR 헬스케어채권혼합,KB KBSTAR HealthCare Fixed Income Balanced ETF,2016/09/23,FnGuide 헬스케어 채권혼합 지수,FnGuide,일반,실물(패시브),국내,혼합자산,"1,200,000",케이비자산운용,"200,000",0.350000,배당소득세(보유기간과세)
123,KR7407160001,407160,KCGI MASTER TMT테크미디어텔레콤액티브증권상장지수투자신탁(주식),MASTER 테크미디어텔레콤액티브,KCGI MASTER TMTTechMediaTelecom Active ETF,2021/11/16,FnGuide TMT 지수,FnGuide,일반,실물(액티브),국내,주식,"600,000",케이씨지아이자산운용,"50,000",0.445000,배당소득세(보유기간과세)
124,KR7407170000,407170,KCGI MASTER 스마트커머스액티브증권상장지수투자신탁(주식),MASTER 스마트커머스액티브,KCGI MASTER SmartCommerce Active ETF,2021/11/16,FnGuide 스마트커머스 지수,FnGuide,일반,실물(액티브),국내,주식,"550,000",케이씨지아이자산운용,"50,000",0.445000,배당소득세(보유기간과세)
125,KR7407310002,407310,NH-Amundi HANARO 200 TOP10 증권상장지수투자신탁(주식),HANARO 200 TOP10,NH-Amundi HANARO 200 TOP10 ETF,2021/11/24,코스피 200 Top 10 지수,KRX,일반,실물(패시브),국내,주식,"1,650,000",엔에이치아문디자산운용,"50,000",0.150000,비과세
126,KR7332930007,332930,NH-Amundi HANARO 200 Total Return증권상장지수투자신탁(주식),HANARO 200TR,NH-Amundi HANARO 200TR ETF,2019/08/28,코스피 200 TR,KRX,일반,실물(패시브),국내,주식,"2,100,000",엔에이치아문디자산운용,"50,000",0.070000,배당소득세(보유기간과세)
127,KR7304780000,304780,NH-Amundi HANARO 200선물레버리지증권상장지수투자신탁[주식-파생형],HANARO 200선물레버리지,NH-Amundi HANARO 200 Futures Leverage ETF,2018/08/14,코스피 200 선물지수,KRX,2X 레버리지,실물(패시브),국내,주식,"1,900,000",엔에이치아문디자산운용,"50,000",0.450000,배당소득세(보유기간과세)
128,KR7306520008,306520,NH-Amundi HANARO 200선물인버스증권상장지수투자신탁(주식-파생형),HANARO 200선물인버스,NH-Amundi HANARO 200 Futures Inverse ETF,2018/09/18,코스피 200 선물지수,KRX,1X 인버스,실물(패시브),국내,주식,"450,000",엔에이치아문디자산운용,"50,000",0.450000,배당소득세(보유기간과세)
129,KR7293180006,293180,NH-Amundi HANARO 200증권상장지수투자신탁[주식],HANARO 200,NH-Amundi HANARO 200 ETF,2018/03/30,코스피 200,KRX,일반,실물(패시브),국내,주식,"15,700,000",엔에이치아문디자산운용,"50,000",0.036000,비과세
130,KR7448490003,448490,NH-Amundi HANARO 32-10 국고채액티브증권상장지수투자신탁(채권),HANARO 32-10 국고채액티브,NH-Amundi HANARO Oct 2032 Treasury ETF,2022/11/22,KAP 32-10 국고채 10년 총수익지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"1,000,000",엔에이치아문디자산운용,"2,000",0.050000,배당소득세(보유기간과세)
131,KR7454320003,454320,NH-Amundi HANARO CAPEX설비투자iSelect증권상장지수투자신탁(주식),HANARO CAPEX설비투자iSelect,NH-Amundi HANARO CAPEX ETF,2023/04/18,iSelect CAPEX 설비투자 지수(시장가격),NH투자증권,일반,실물(패시브),국내,주식,"3,850,000",엔에이치아문디자산운용,"50,000",0.450000,비과세
